movie_id,rank,title,year,rating,runtime,votes
tt7329656,473.,47 Meters Down: Uncaged,(2019),5.0,90 min,"30,034"
tt3089630,474.,Artemis Fowl,(2020),4.3,95 min,"30,027"
tt2762506,475.,Bacurau,(2019),7.3,131 min,"29,908"
tt11317142,476.,Shiva Baby,(2020),7.1,77 min,"29,867"
tt1308728,477.,The Happytime Murders,(2018),5.5,91 min,"29,865"
tt7149730,478.,The Silencing,(2020),6.2,93 min,"29,828"
tt9691136,479.,Shadow in the Cloud,(2020),5.0,83 min,"29,720"
tt4648786,480.,Harriet,(I) (2019),6.7,125 min,"29,659"
tt6288124,481.,"Don't Worry, He Won't Get Far on Foot",(2018),6.8,114 min,"29,628"
tt2126357,482.,Second Act,(2018),5.8,103 min,"29,621"
tt6527426,483.,Zero,(III) (2018),5.2,164 min,"29,621"
tt9252468,484.,Mosul,(I) (2019),7.1,86 min,"29,579"
tt3152592,485.,Scoob!,(2020),5.6,93 min,"29,282"
tt9072352,486.,Relic,(2020),6.0,89 min,"29,227"
tt10065694,487.,Antebellum,(2020),5.8,105 min,"29,157"
tt8652728,488.,Waves,(I) (2019),7.5,135 min,"29,024"
tt7748244,489.,Ölümlü Dünya,(2018),7.6,107 min,"28,976"
tt6768578,490.,Dogman,(2018),7.2,103 min,"28,771"
tt10161886,491.,The Prom,(2020),5.9,130 min,"28,755"
tt3612126,492.,The Grudge,(I) (2020),4.4,94 min,"28,512"
tt6116856,493.,The Night Comes for Us,(2018),6.9,121 min,"28,504"
tt10310140,494.,Fatman,(2020),5.9,100 min,"28,457"
tt2011311,495.,The Outsider,(I) (2018),6.2,120 min,"28,315"
tt6348138,496.,Missing Link,(2019),6.7,93 min,"28,180"
tt0859635,497.,Super Troopers 2,(2018),6.0,100 min,"27,929"
tt7218518,498.,Padman,(2018),7.9,140 min,"27,917"
tt4504044,499.,The Prodigy,(2019),5.9,92 min,"27,899"
tt6521876,500.,Jay and Silent Bob Reboot,(2019),5.6,105 min,"27,718"
