movie_id,rank,votes,title,originalTitle,year,rating,titleType,isAdult,runtime,genres
tt8332922,50,261860,A Quiet Place Part II,A Quiet Place Part II,2020,7.2,movie,0,97,"Drama,Horror,Sci-Fi"
tt5083738,64,214405,The Favourite,The Favourite,2018,7.5,movie,0,119,"Biography,Comedy,Drama"
tt7984734,59,242673,The Lighthouse,The Lighthouse,2019,7.4,movie,0,109,"Drama,Fantasy,Horror"
tt8936646,56,253571,Extraction,Extraction,2020,6.8,movie,0,116,"Action,Thriller"
tt3281548,61,231497,Little Women,Little Women,2019,7.8,movie,0,135,"Drama,Romance"
tt1213641,71,198171,First Man,First Man,2018,7.3,movie,0,141,"Biography,Drama,History"
tt2873282,72,197126,Red Sparrow,Red Sparrow,2018,6.6,movie,0,140,"Action,Drama,Thriller"
tt5606664,65,211899,Doctor Sleep,Doctor Sleep,2019,7.3,movie,0,152,"Drama,Fantasy,Horror"
tt6499752,68,200098,Upgrade,Upgrade,2018,7.5,movie,0,100,"Action,Sci-Fi,Thriller"
tt6565702,69,199588,Dark Phoenix,Dark Phoenix,2019,5.7,movie,0,113,"Action,Adventure,Sci-Fi"
tt3741700,73,196302,Godzilla: King of the Monsters,Godzilla: King of the Monsters,2019,6.0,movie,0,132,"Action,Adventure,Fantasy"
tt6450804,76,189083,Terminator: Dark Fate,Terminator: Dark Fate,2019,6.2,movie,0,128,"Action,Adventure,Sci-Fi"
tt1560220,74,194824,Zombieland: Double Tap,Zombieland: Double Tap,2019,6.7,movie,0,99,"Action,Comedy,Horror"
tt1070874,78,188833,The Trial of the Chicago 7,The Trial of the Chicago 7,2020,7.7,movie,0,129,"Drama,History,Thriller"
tt2066051,77,188882,Rocketman,Rocketman,2019,7.3,movie,0,121,"Biography,Drama,Musical"
tt4779682,67,201264,The Meg,The Meg,2018,5.6,movie,0,113,"Action,Horror,Sci-Fi"
tt8106534,75,191354,6 Underground,6 Underground,2019,6.1,movie,0,128,"Action,Thriller"
tt3104988,82,184732,Crazy Rich Asians,Crazy Rich Asians,2018,6.9,movie,0,120,"Comedy,Drama,Romance"
tt4520988,79,187693,Frozen II,Frozen II,2019,6.8,movie,0,103,"Adventure,Animation,Comedy"
tt5104604,80,185350,Isle of Dogs,Isle of Dogs,2018,7.8,movie,0,101,"Adventure,Animation,Comedy"
tt2231461,85,180769,Rampage,Rampage,2018,6.1,movie,0,107,"Action,Adventure,Sci-Fi"
tt7846844,66,211389,Enola Holmes,Enola Holmes,2020,6.6,movie,0,123,"Action,Adventure,Crime"
tt7668870,89,176636,Searching,Searching,2018,7.6,movie,0,102,"Drama,Mystery,Thriller"
tt4701182,84,183409,Bumblebee,Bumblebee,2018,6.7,movie,0,114,"Action,Adventure,Sci-Fi"
tt5884052,88,178448,PokÃ©mon: Detective Pikachu,Pokémon: Detective Pikachu,2019,6.5,movie,0,104,"Action,Adventure,Comedy"
tt7556122,87,178723,The Old Guard,The Old Guard,2020,6.7,movie,0,125,"Action,Adventure,Fantasy"
tt6155172,96,166645,Roma,Roma,2018,7.7,movie,0,135,Drama
tt9620292,70,198563,Promising Young Woman,Promising Young Woman,2020,7.5,movie,0,113,"Crime,Drama,Mystery"
tt1502397,95,170985,Bad Boys for Life,Bad Boys for Life,2020,6.5,movie,0,124,"Action,Comedy,Crime"
tt3766354,81,185149,The Equalizer 2,The Equalizer 2,2018,6.7,movie,0,121,"Action,Crime,Thriller"
tt5848272,90,176635,Ralph Breaks the Internet,Ralph Breaks the Internet,2018,7.0,movie,0,112,"Adventure,Animation,Comedy"
tt8079248,102,162220,Yesterday,Yesterday,2019,6.8,movie,0,116,"Comedy,Fantasy,Music"
tt9770150,91,176036,Nomadland,Nomadland,2020,7.3,movie,0,107,Drama
tt9484998,92,175736,Palm Springs,Palm Springs,2020,7.4,movie,0,90,"Comedy,Fantasy,Mystery"
tt1502407,97,166093,Halloween,Halloween,2018,6.5,movie,0,106,"Crime,Horror,Thriller"
tt7040874,105,158624,A Simple Favor,A Simple Favor,2018,6.8,movie,0,117,"Comedy,Crime,Mystery"
tt6628394,104,160438,Bad Times at the El Royale,Bad Times at the El Royale,2018,7.1,movie,0,141,"Crime,Drama,Mystery"
tt4566758,107,156397,Mulan,Mulan,2020,5.8,movie,0,115,"Action,Adventure,Drama"
tt5052474,103,161376,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018,7.1,movie,0,122,"Action,Adventure,Crime"
tt6266538,106,158002,Vice,Vice,2018,7.2,movie,0,132,"Biography,Comedy,Drama"
tt6412452,100,162261,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,2018,7.3,movie,0,133,"Comedy,Drama,Musical"
tt4729430,94,173675,Klaus,Klaus,2019,8.2,movie,0,96,"Adventure,Animation,Comedy"
tt7798634,93,173916,Ready or Not,Ready or Not,2019,6.9,movie,0,95,"Action,Comedy,Horror"
tt7146812,99,163982,Onward,Onward,2020,7.4,movie,0,102,"Adventure,Animation,Comedy"
tt10288566,83,183678,Druk,Druk,2020,7.7,movie,0,117,"Comedy,Drama"
tt13143964,111,149623,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020,6.6,movie,0,95,Comedy
tt5814060,98,164844,The Nun,The Nun,2018,5.3,movie,0,96,"Horror,Mystery,Thriller"
tt7959026,112,148311,The Mule,The Mule,2018,7.0,movie,0,116,"Crime,Drama,Thriller"
tt4500922,108,155763,Maze Runner: The Death Cure,Maze Runner: The Death Cure,2018,6.2,movie,0,143,"Action,Adventure,Sci-Fi"
tt2854926,118,143223,Tag,Tag,2018,6.5,movie,0,100,"Action,Comedy"
tt2283336,117,143283,Men in Black: International,Men in Black: International,2019,5.6,movie,0,114,"Action,Adventure,Comedy"
tt8110330,126,133829,Dil Bechara,Dil Bechara,2020,8.3,movie,0,101,"Comedy,Drama,Romance"
tt3829266,120,140626,The Predator,The Predator,2018,5.3,movie,0,107,"Action,Adventure,Sci-Fi"
tt10272386,86,180304,The Father,The Father,2020,8.2,movie,0,97,"Drama,Mystery"
tt9893250,119,141464,I Care a Lot,I Care a Lot,2020,6.4,movie,0,118,"Comedy,Crime,Drama"
tt9495224,125,134317,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch,2018,7.1,movie,0,90,"Drama,Fantasy,Mystery"
tt7395114,113,147791,The Devil All the Time,The Devil All the Time,2020,7.1,movie,0,138,"Crime,Drama,Thriller"
tt1488606,121,140507,Triple Frontier,Triple Frontier,2019,6.5,movie,0,125,"Action,Adventure,Crime"
tt1571234,124,135560,Mortal Engines,Mortal Engines,2018,6.1,movie,0,128,"Action,Adventure,Fantasy"
tt2386490,115,144309,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,2019,7.4,movie,0,104,"Action,Adventure,Animation"
tt8404614,128,130558,The Two Popes,The Two Popes,2019,7.6,movie,0,125,"Biography,Comedy,Drama"
tt1618434,101,162224,Murder Mystery,Murder Mystery,2019,6.0,movie,0,97,"Action,Comedy,Crime"
tt6343314,110,151208,Creed II,Creed II,2018,7.1,movie,0,130,"Drama,Sport"
tt5758778,127,130879,Skyscraper,Skyscraper,2018,5.8,movie,0,102,"Action,Adventure,Thriller"
tt2222042,122,138357,Love and Monsters,Love and Monsters,2020,6.9,movie,0,109,"Action,Adventure,Comedy"
tt7984766,114,144767,The King,The King,2019,7.3,movie,0,140,"Biography,Drama,History"
tt5363618,116,143899,Sound of Metal,Sound of Metal,2019,7.7,movie,0,120,"Drama,Music"
tt3794354,109,153940,Sonic the Hedgehog,Sonic the Hedgehog,2020,6.5,movie,0,99,"Action,Adventure,Comedy"
tt2557478,131,124337,Pacific Rim: Uprising,Pacific Rim: Uprising,2018,5.6,movie,0,111,"Action,Adventure,Sci-Fi"
tt5886046,123,137467,Escape Room,Escape Room,2019,6.4,movie,0,99,"Action,Adventure,Horror"
tt1590193,135,122647,The Commuter,The Commuter,2018,6.3,movie,0,104,"Action,Mystery,Thriller"
tt1489887,130,127837,Booksmart,Booksmart,2019,7.1,movie,0,102,Comedy
tt5164432,134,122667,"Love, Simon","Love, Simon",2018,7.5,movie,0,110,"Comedy,Drama,Romance"
tt6394270,133,123803,Bombshell,Bombshell,2019,6.8,movie,0,109,"Biography,Drama"
tt1025100,138,119643,Gemini Man,Gemini Man,2019,5.7,movie,0,117,"Action,Adventure,Sci-Fi"
tt7737786,129,128103,Greenland,Greenland,2020,6.4,movie,0,119,"Action,Drama,Sci-Fi"
tt10189514,136,121543,Soorarai Pottru,Soorarai Pottru,2020,8.7,movie,0,153,Drama
tt2139881,140,118810,Long Shot,Long Shot,2019,6.8,movie,0,125,"Comedy,Romance"
tt1259528,137,120412,Den of Thieves,Den of Thieves,2018,7.0,movie,0,140,"Action,Crime,Drama"
tt2548396,143,110880,The Cloverfield Paradox,The Cloverfield Paradox,2018,5.5,movie,0,102,"Action,Horror,Sci-Fi"
tt7401588,141,115637,Instant Family,Instant Family,2018,7.3,movie,0,118,"Comedy,Drama"
tt3846674,139,119627,To All the Boys I've Loved Before,To All the Boys I've Loved Before,2018,7.0,movie,0,99,"Comedy,Drama,Romance"
tt8244784,132,124174,The Hunt,The Hunt,2020,6.5,movie,0,90,"Action,Horror,Thriller"
tt4777008,142,115299,Maleficent: Mistress of Evil,Maleficent: Mistress of Evil,2019,6.6,movie,0,119,"Adventure,Family,Fantasy"
tt4530422,151,104771,Overlord,Overlord,2018,6.6,movie,0,110,"Action,Horror,Sci-Fi"
tt5503686,148,105616,Hustlers,Hustlers,2019,6.3,movie,0,110,"Comedy,Crime,Drama"
tt4218572,153,102503,Widows,Widows,2018,6.8,movie,0,129,"Crime,Drama,Thriller"
tt7886848,165,96511,Sadak 2,Sadak 2,2020,1.2,movie,0,133,"Action,Drama"
tt1206885,147,106666,Rambo: Last Blood,Rambo: Last Blood,2019,6.1,movie,0,89,"Action,Thriller"
tt6189022,146,106912,Angel Has Fallen,Angel Has Fallen,2019,6.4,movie,0,121,"Action,Thriller"
tt7752126,149,105302,Brightburn,Brightburn,2019,6.1,movie,0,90,"Drama,Horror,Mystery"
tt6911608,150,104821,Mamma Mia! Here We Go Again,Mamma Mia! Here We Go Again,2018,6.6,movie,0,114,"Comedy,Musical,Romance"
tt6048922,144,108446,Greyhound,Greyhound,2020,7.0,movie,0,91,"Action,Drama,History"
tt0837563,161,96951,Pet Sematary,Pet Sematary,2019,5.7,movie,0,101,"Horror,Mystery,Thriller"
tt8580274,155,100152,Eurovision Song Contest: The Story of Fire Saga,Eurovision Song Contest: The Story of Fire Saga,2020,6.5,movie,0,123,"Comedy,Musical"
tt2481498,156,100036,"Extremely Wicked, Shockingly Evil and Vile","Extremely Wicked, Shockingly Evil and Vile",2019,6.7,movie,0,110,"Biography,Crime,Drama"
tt8108198,157,99653,Andhadhun,Andhadhun,2018,8.2,movie,0,139,"Comedy,Crime,Music"
tt6292852,160,97086,I Am Mother,I Am Mother,2019,6.7,movie,0,113,"Drama,Mystery,Sci-Fi"
tt4364194,159,98793,The Peanut Butter Falcon,The Peanut Butter Falcon,2019,7.6,movie,0,97,"Adventure,Comedy,Drama"
tt1860242,158,99087,The Highwaymen,The Highwaymen,2019,6.9,movie,0,132,"Biography,Crime,Drama"
tt2274648,166,96018,Hellboy,Hellboy,2019,5.2,movie,0,120,"Action,Adventure,Fantasy"
tt4139588,164,96537,Polar,Polar,2019,6.3,movie,0,118,"Action,Crime,Drama"
tt5028340,173,93271,Mary Poppins Returns,Mary Poppins Returns,2018,6.7,movie,0,130,"Adventure,Comedy,Family"
tt8629748,169,95240,Spenser Confidential,Spenser Confidential,2020,6.2,movie,0,111,"Action,Comedy,Crime"
tt8613070,152,104091,Portrait de la jeune fille en feu,Portrait de la jeune fille en feu,2019,8.1,movie,0,122,"Drama,Romance"
tt7550000,168,95450,Project Power,Project Power,2020,6.0,movie,0,113,"Action,Crime,Sci-Fi"
tt8503618,145,107713,Hamilton,Hamilton,2020,8.3,movie,0,160,"Biography,Drama,History"
tt6878306,172,93604,News of the World,News of the World,2020,6.8,movie,0,118,"Action,Adventure,Drama"
tt8267604,154,100463,CapharnaÃ¼m,Capharnaüm,2018,8.4,movie,0,126,Drama
tt9071322,162,96743,Dark Waters,Dark Waters,2019,7.6,movie,0,126,"Biography,Drama,History"
tt3513548,170,94976,Richard Jewell,Richard Jewell,2019,7.5,movie,0,131,"Biography,Crime,Drama"
tt8364368,176,91789,Crawl,Crawl,2019,6.1,movie,0,87,"Action,Adventure,Horror"
tt10539608,185,87613,The Midnight Sky,The Midnight Sky,2020,5.7,movie,0,118,"Adventure,Drama,Fantasy"
tt10554232,203,81642,Dara iz Jasenovca,Dara iz Jasenovca,2020,8.1,movie,0,130,"Drama,War"
tt6924650,175,92160,Midway,Midway,2019,6.7,movie,0,138,"Action,Drama,History"
tt3799232,180,90470,The Kissing Booth,The Kissing Booth,2018,5.9,movie,0,105,"Comedy,Romance"
tt7939766,163,96627,I'm Thinking of Ending Things,I'm Thinking of Ending Things,2020,6.6,movie,0,134,"Drama,Thriller"
tt6513120,191,85978,Fighting with My Family,Fighting with My Family,2019,7.1,movie,0,108,"Biography,Comedy,Drama"
tt2531344,196,83506,Blockers,Blockers,2018,6.2,movie,0,102,Comedy
tt5774060,179,91318,Underwater,Underwater,2020,5.9,movie,0,95,"Action,Horror,Sci-Fi"
tt7456310,181,90269,Anna,Anna,2019,6.6,movie,0,118,"Action,Thriller"
tt4560436,192,85236,Mile 22,Mile 22,2018,6.1,movie,0,94,"Action,Thriller"
tt1413492,182,89534,12 Strong,12 Strong,2018,6.5,movie,0,130,"Action,Drama,History"
tt6663582,204,81616,The Spy Who Dumped Me,The Spy Who Dumped Me,2018,6.0,movie,0,117,"Action,Adventure,Comedy"
tt4575576,201,82654,Christopher Robin,Christopher Robin,2018,7.2,movie,0,104,"Adventure,Animation,Comedy"
tt3224458,189,86260,A Beautiful Day in the Neighborhood,A Beautiful Day in the Neighborhood,2019,7.2,movie,0,109,"Biography,Drama"
tt8623904,193,84982,Last Christmas,Last Christmas,2019,6.5,movie,0,103,"Comedy,Drama,Fantasy"
tt1634106,200,82893,Bloodshot,Bloodshot,2020,5.7,movie,0,109,"Action,Adventure,Sci-Fi"
tt6998518,188,86474,Mandy,Mandy,2018,6.5,movie,0,121,"Action,Fantasy,Horror"
tt8695030,195,83800,The Dead Don't Die,The Dead Don't Die,2019,5.5,movie,0,104,"Comedy,Fantasy,Horror"
tt10886166,167,95921,365 dni,365 dni,2020,3.3,movie,0,114,"Drama,Romance"
tt5688932,190,86155,Sorry to Bother You,Sorry to Bother You,2018,6.9,movie,0,112,"Comedy,Drama,Fantasy"
tt3861390,206,80951,Dumbo,Dumbo,2019,6.3,movie,0,112,"Adventure,Family,Fantasy"
tt10280276,225,74029,Coolie No. 1,Coolie No. 1,2020,4.2,movie,0,134,"Action,Comedy,Romance"
tt7014006,207,80945,Eighth Grade,Eighth Grade,2018,7.4,movie,0,93,"Comedy,Drama"
tt3387520,197,83430,Scary Stories to Tell in the Dark,Scary Stories to Tell in the Dark,2019,6.2,movie,0,108,"Adventure,Horror,Mystery"
tt8075192,198,83358,Manbiki kazoku,Manbiki kazoku,2018,7.9,movie,0,121,"Crime,Drama"
tt1034415,183,88570,Suspiria,Suspiria,2018,6.7,movie,0,152,"Drama,Fantasy,Horror"
tt4682266,187,86797,The New Mutants,The New Mutants,2020,5.3,movie,0,94,"Action,Horror,Mystery"
tt6977338,210,79187,Good Boys,Good Boys,2019,6.7,movie,0,90,"Adventure,Comedy"
tt6921996,205,81006,Johnny English Strikes Again,Johnny English Strikes Again,2018,6.2,movie,0,89,"Action,Adventure,Comedy"
tt4532826,215,78017,Robin Hood,Robin Hood,2018,5.3,movie,0,116,"Action,Adventure,Drama"
tt10633456,177,91733,Minari,Minari,2020,7.4,movie,0,115,Drama
tt8350360,194,84545,Annabelle Comes Home,Annabelle Comes Home,2019,5.9,movie,0,106,"Horror,Mystery,Thriller"
tt2990140,211,79021,The Christmas Chronicles,The Christmas Chronicles,2018,7.0,movie,0,104,"Adventure,Comedy,Family"
tt1137450,218,75056,Death Wish,Death Wish,2018,6.3,movie,0,107,"Action,Crime,Drama"
tt4003440,186,87481,The House That Jack Built,The House That Jack Built,2018,6.8,movie,0,152,"Crime,Drama,Horror"
tt10618286,209,80486,Mank,Mank,2020,6.8,movie,0,131,"Biography,Comedy,Drama"
tt8155288,199,83001,Happy Death Day 2 U,Happy Death Day 2U,2019,6.2,movie,0,100,"Comedy,Horror,Mystery"
tt5220122,202,82234,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,6.3,movie,0,97,"Adventure,Animation,Comedy"
tt1226837,174,92479,Beautiful Boy,Beautiful Boy,2018,7.4,movie,0,120,"Biography,Drama"
tt5033998,214,78040,Charlie's Angels,Charlie's Angels,2019,5.0,movie,0,118,"Action,Adventure,Comedy"
tt4332232,184,87980,Fractured,Fractured,2019,6.4,movie,0,99,"Mystery,Thriller"
tt6679794,213,78491,Outlaw King,Outlaw King,2018,6.9,movie,0,121,"Action,Biography,Drama"
tt2452244,228,72780,Isn't It Romantic,Isn't It Romantic,2019,5.9,movie,0,89,"Comedy,Fantasy,Musical"
tt2709692,208,80685,The Grinch,The Grinch,2018,6.4,movie,0,85,"Adventure,Animation,Comedy"
tt5719748,220,74882,Sang-froid,Cold Pursuit,2019,6.2,movie,0,119,"Action,Comedy,Crime"
tt8633478,178,91464,Run,Run,2020,6.7,movie,0,90,"Mystery,Thriller"
tt8359848,216,76493,Climax,Climax,2018,6.9,movie,0,97,"Drama,Horror,Music"
tt6850820,238,69169,Peppermint,Peppermint,2018,6.5,movie,0,101,"Action,Crime,Drama"
tt4477536,230,71590,Fifty Shades Freed,Fifty Shades Freed,2018,4.5,movie,0,105,"Drama,Romance,Thriller"
tt4971344,239,68972,Les frÃ¨res Sisters,Les frères Sisters,2018,6.9,movie,0,122,"Crime,Drama,Western"
tt3513498,224,74431,The Lego Movie 2: The Second Part,The Lego Movie 2: The Second Part,2019,6.6,movie,0,107,"Adventure,Animation,Comedy"
tt4916630,226,73604,Just Mercy,Just Mercy,2019,7.6,movie,0,137,"Biography,Crime,Drama"
tt10059518,222,74638,Unhinged,Unhinged,2020,6.0,movie,0,90,"Action,Thriller"
tt6133466,243,68738,The First Purge,The First Purge,2018,5.2,movie,0,97,"Action,Horror,Sci-Fi"
tt8688634,229,71980,21 Bridges,21 Bridges,2019,6.6,movie,0,99,"Action,Thriller"
tt9866072,223,74469,Holidate,Holidate,2020,6.1,movie,0,104,"Comedy,Romance"
tt1846589,233,69579,Hunter Killer,Hunter Killer,2018,6.6,movie,0,121,"Action,Thriller"
tt8637428,241,68915,The Farewell,The Farewell,2019,7.5,movie,0,100,"Comedy,Drama"
tt4244998,247,65342,Alpha,Alpha,2018,6.6,movie,0,96,"Action,Adventure,Drama"
tt5461944,242,68795,Hotel Mumbai,Hotel Mumbai,2018,7.6,movie,0,123,"Action,Drama,History"
tt2388771,249,64776,Mowgli,Mowgli,2018,6.5,movie,0,104,"Adventure,Drama,Fantasy"
tt6673612,237,69295,Dolittle,Dolittle,2020,5.6,movie,0,101,"Adventure,Comedy,Family"
tt7282468,227,72964,Beoning,Beoning,2018,7.5,movie,0,148,"Drama,Mystery"
tt7638348,217,76456,Boss Level,Boss Level,2020,6.8,movie,0,100,"Mystery,Sci-Fi,Thriller"
tt6472976,212,78917,Five Feet Apart,Five Feet Apart,2019,7.2,movie,0,116,"Drama,Romance"
tt5613484,219,75038,Mid90s,Mid90s,2018,7.3,movie,0,85,"Comedy,Drama"
tt8526872,252,63821,Dolemite Is My Name,Dolemite Is My Name,2019,7.2,movie,0,118,"Biography,Comedy,Drama"
tt5113040,245,67063,The Secret Life of Pets 2,The Secret Life of Pets 2,2019,6.4,movie,0,86,"Adventure,Animation,Comedy"
tt7043012,248,64883,Velvet Buzzsaw,Velvet Buzzsaw,2019,5.7,movie,0,113,"Horror,Mystery,Thriller"
tt5726086,234,69492,Insidious: The Last Key,Insidious: The Last Key,2018,5.7,movie,0,103,"Horror,Mystery,Thriller"
tt9686708,221,74675,The King of Staten Island,The King of Staten Island,2020,7.1,movie,0,136,"Comedy,Drama"
tt5610554,258,62135,Tully,Tully,2018,6.9,movie,0,95,"Comedy,Drama,Mystery"
tt3892172,253,63779,Leave No Trace,Leave No Trace,2018,7.1,movie,0,109,"Adventure,Drama"
tt6902676,244,67402,Guns Akimbo,Guns Akimbo,2019,6.3,movie,0,98,"Action,Comedy,Crime"
