movie_id,titleType,originalTitle,isAdult,genres
tt6472976,movie,Five Feet Apart,0,"Drama,Romance"
tt5613484,movie,Mid90s,0,"Comedy,Drama"
tt8526872,movie,Dolemite Is My Name,0,"Biography,Comedy,Drama"
tt5113040,movie,The Secret Life of Pets 2,0,"Adventure,Animation,Comedy"
tt7043012,movie,Velvet Buzzsaw,0,"Horror,Mystery,Thriller"
tt5726086,movie,Insidious: The Last Key,0,"Horror,Mystery,Thriller"
tt9686708,movie,The King of Staten Island,0,"Comedy,Drama"
tt5610554,movie,Tully,0,"Comedy,Drama,Mystery"
tt3892172,movie,Leave No Trace,0,"Adventure,Drama"
tt6902676,movie,Guns Akimbo,0,"Action,Comedy,Crime"
tt1298644,movie,The Hustle,0,"Comedy,Crime"
tt6742252,movie,Den skyldige,0,"Crime,Drama,Thriller"
tt10350922,movie,Laxmii,0,"Action,Comedy,Horror"
tt8291806,movie,Dolor y gloria,0,Drama
tt8291224,movie,Uri: The Surgical Strike,0,"Action,Drama,War"
tt7838252,movie,K.G.F: Chapter 1,0,"Action,Crime,Drama"
tt7668842,movie,Enes Batur Hayal mi Gerçek mi?,0,Comedy
tt6543652,movie,Zimna wojna,0,"Drama,History,Music"
tt7825208,movie,Marighella,0,"Action,Drama,History"
tt0385887,movie,Motherless Brooklyn,0,"Crime,Drama,Mystery"
tt6306064,movie,Adrift,0,"Action,Adventure,Biography"
tt6475714,movie,Monster Hunter,0,"Action,Adventure,Fantasy"
tt5968394,movie,Captive State,0,"Action,Horror,Sci-Fi"
tt6772950,movie,Truth or Dare,0,"Horror,Thriller"
tt4687108,movie,In the Tall Grass,0,"Horror,Mystery,Sci-Fi"
tt7374948,movie,Always Be My Maybe,0,"Comedy,Romance"
tt8368406,movie,Vivarium,0,"Horror,Mystery,Sci-Fi"
tt6791096,movie,I Feel Pretty,0,"Comedy,Romance"
tt6452574,movie,Sanju,0,"Biography,Comedy,Drama"
tt6908274,movie,Durante la tormenta,0,"Drama,Fantasy,Mystery"
tt5834262,movie,Hotel Artemis,0,"Action,Crime,Drama"
tt8784956,movie,Ava,0,Action
tt3201640,movie,Extinction,0,"Action,Drama,Sci-Fi"
tt7958736,movie,Ma,0,"Horror,Mystery,Thriller"
tt4463894,movie,Shaft,0,"Action,Comedy,Crime"
tt10919380,movie,Freaky,0,"Comedy,Horror,Thriller"
tt4595882,movie,Can You Ever Forgive Me?,0,"Biography,Comedy,Crime"
tt4126476,movie,After,0,"Drama,Romance"
tt6398184,movie,Downton Abbey,0,"Drama,Romance"
tt2119543,movie,The House with a Clock in Its Walls,0,"Comedy,Family,Fantasy"
tt6217306,movie,Apostle,0,"Drama,Fantasy,Horror"
tt8663516,movie,Child's Play,0,"Drama,Horror,Sci-Fi"
tt6820256,movie,Arctic,0,"Adventure,Drama"
tt9777644,movie,Da 5 Bloods,0,"Adventure,Drama,War"
tt10514222,movie,Ma Rainey's Black Bottom,0,"Drama,Music"
tt5865326,movie,The Laundromat,0,"Comedy,Crime,Drama"
tt5304992,movie,Set It Up,0,"Comedy,Romance"
tt8110640,movie,In the Shadow of the Moon,0,"Crime,Mystery,Sci-Fi"
tt5697572,movie,Cats,0,"Comedy,Drama,Family"
tt5246700,movie,How It Ends,0,"Action,Drama,Mystery"
tt8368512,movie,The Courier,0,"Drama,History,Thriller"
tt2328900,movie,Mary Queen of Scots,0,"Biography,Drama,History"
tt7549996,movie,Judy,0,"Biography,Drama,Romance"
tt11032374,movie,Kimetsu no Yaiba: Mugen Ressha-Hen,0,"Action,Adventure,Animation"
tt9052870,movie,Chhichhore,0,"Comedy,Drama,Romance"
tt4913966,movie,The Curse of La Llorona,0,"Horror,Mystery,Thriller"
tt0983946,movie,Fantasy Island,0,"Action,Adventure,Fantasy"
tt5783956,movie,When We First Met,0,"Comedy,Fantasy,Romance"
tt7125860,movie,If Beale Street Could Talk,0,"Drama,Romance"
tt1838556,movie,Honest Thief,0,"Action,Crime,Drama"
tt10682266,movie,Hubie Halloween,0,"Comedy,Mystery"
tt11161474,movie,Pieces of a Woman,0,Drama
tt9214832,movie,Emma.,0,"Comedy,Drama,Romance"
tt5177088,movie,The Girl in the Spider's Web,0,"Action,Crime,Drama"
tt7504726,movie,The Call of the Wild,0,"Adventure,Drama,Family"
tt0800325,movie,The Dirt,0,"Biography,Comedy,Drama"
tt5116302,movie,Togo,0,"Adventure,Biography,Drama"
tt7734218,movie,Stuber,0,"Action,Comedy,Crime"
tt6079516,movie,I See You,0,"Crime,Drama,Horror"
tt10431500,movie,Yedinci Kogustaki Mucize,0,Drama
tt7431594,movie,Race 3,0,"Action,Crime,Thriller"
tt5814534,movie,Spies in Disguise,0,"Action,Adventure,Animation"
tt7153766,movie,Unsane,0,"Drama,Horror,Mystery"
tt5431890,movie,Official Secrets,0,"Biography,Crime,Drama"
tt2837574,movie,The Old Man & the Gun,0,"Biography,Comedy,Crime"
tt1620680,movie,A Wrinkle in Time,0,"Adventure,Family,Fantasy"
tt5073642,movie,Color Out of Space,0,"Horror,Mystery,Sci-Fi"
tt6491178,movie,Dragged Across Concrete,0,"Action,Crime,Drama"
tt1289403,movie,The Guernsey Literary and Potato Peel Pie Society,0,"Drama,Romance,War"
tt5932728,movie,The Professor and the Madman,0,"Biography,Drama,History"
tt1086064,movie,Bill & Ted Face the Music,0,"Adventure,Comedy,Music"
tt7315484,movie,The Silence,0,"Drama,Horror,Sci-Fi"
tt6212478,movie,American Animals,0,"Biography,Crime,Drama"
tt8544498,movie,The Way Back,0,"Drama,Sport"
tt5397194,movie,Anon,0,"Crime,Sci-Fi,Thriller"
tt7347846,movie,The Lodge,0,"Drama,Horror,Mystery"
tt7985648,movie,Tomiris,0,"Action,Drama,History"
tt5117670,movie,Peter Rabbit,0,"Adventure,Animation,Comedy"
tt7772580,movie,The Perfection,0,"Drama,Horror,Music"
tt7139936,movie,A Rainy Day in New York,0,"Comedy,Romance"
tt8236336,movie,The Report,0,"Biography,Crime,Drama"
tt11655202,movie,Retfærdighedens ryttere,0,"Action,Comedy,Drama"
tt6772802,movie,Hillbilly Elegy,0,Drama
tt5208252,movie,Operation Finale,0,"Biography,Drama,History"
tt8239946,movie,Tumbbad,0,"Drama,Fantasy,Horror"
tt6476140,movie,Serenity,0,"Drama,Mystery,Thriller"
tt5691670,movie,Under the Silver Lake,0,"Crime,Drama,Mystery"
tt6781982,movie,Night School,0,Comedy
tt2235695,movie,Rebecca,0,"Drama,Mystery,Romance"
tt8206668,movie,Bad Education,0,"Biography,Comedy,Crime"
tt5774450,movie,Summer of 84,0,"Drama,Horror,Mystery"
tt6259380,movie,Code 8,0,"Action,Crime,Drama"
tt2850386,movie,The Croods: A New Age,0,"Adventure,Animation,Comedy"
tt5563334,movie,The Good Liar,0,"Crime,Drama,Mystery"
tt3361792,movie,Tolkien,0,"Biography,Drama,Romance"
tt6182908,movie,Smallfoot,0,"Adventure,Animation,Comedy"
